url,abbreviation,name
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-lam-nghiep-co-so-1-u-163,LNH, Đại Học Lâm Nghiệp ( Cơ sở 1 )
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-lam-nghiep-co-so-2-u-164,LNS, Đại Học Lâm Nghiệp ( Cơ sở 2 )
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-y-khoa-pham-ngoc-thach-u-244,TYS, Đại Học Y Khoa Phạm Ngọc Thạch
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-my-thuat-tphcm-u-172,MTS, Đại Học Mỹ Thuật TPHCM
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-binh-duong-u-15,DBD, Đại Học Bình Dương
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/hoc-vien-hanh-chinh-quoc-gia-phia-bac-u-123,HCH, Học Viện Hành Chính Quốc Gia ( phía Bắc )
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/hoc-vien-hanh-chinh-quoc-gia-phia-nam-u-126,HCS, Học Viện Hành Chính Quốc Gia (phía Nam)
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-ky-thuat--hau-can-cong-an-nhan-dan-phia-bac-u-122,HCB, Đại Học Kỹ Thuật - Hậu Cần Công An Nhân Dân ( Phía Bắc )
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-ky-thuat--hau-can-cong-an-nhan-dan-phia-nam-u-124,HCN, Đại Học Kỹ Thuật - Hậu Cần Công An Nhân Dân ( Phía Nam )
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/hoc-vien-chinh-tri-cong-an-nhan-dan-u-121,HCA, Học Viện Chính Trị Công An Nhân Dân
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-my-thuat-cong-nghiep-u-170,MTC, Đại Học Mỹ Thuật Công Nghiệp
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-van-hoa-nghe-thuat-quan-doi-u-268,ZNH, Đại Học Văn Hóa – Nghệ Thuật Quân Đội
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-van-hoa-tphcm-u-250,VHS, Đại Học Văn Hóa TPHCM
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-san-khau-dien-anh-u-211,SKD, Đại Học Sân Khấu Điện Ảnh
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/nhac-vien-tphcm-u-187,NVS, Nhạc Viện TPHCM
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-su-pham-the-duc-the-thao-tphcm-u-220,STS, Đại Học Sư Phạm Thể Dục Thể Thao TPHCM
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-quoc-te-sai-gon-u-243,TTQ, Đại Học Quốc Tế Sài Gòn
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/truong-si-quan-ki-thuat-quan-su--he-dan-su-u-269,ZPH, Trường Sĩ Quan Kĩ Thuật Quân Sự - Hệ Dân sự
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/hoc-vien-khoa-hoc-quan-su--he-dan-su-u-72,DNH, Học Viện Khoa Học Quân Sự - Hệ Dân sự
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/hoc-vien-quan-y--he-dan-su-u-111,DYH, Học Viện Quân Y - Hệ Dân sự
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/hoc-vien-hau-can--he-dan-su-u-129,HFH, Học Viện Hậu Cần - Hệ Dân sự
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/hoc-vien-ngan-hang-phan-vien-bac-ninh-u-174,NHB, Học Viện Ngân Hàng Phân Viện Bắc Ninh
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/hoc-vien-ngan-hang-phan-vien-phu-yen-u-177,NHP, Học Viên Ngân Hàng ( Phân Viện Phú Yên )
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/hoc-vien-quan-ly-giao-duc-u-145,HVQ, Học Viện Quản Lý Giáo Dục
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-kien-truc-da-nang-u-155,KTD, Đại Học Kiến Trúc Đà Nẵng
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-y-hai-phong-u-263,YPB, Đại Học Y Hải Phòng
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-the-ducthe-thao-da-nang-u-239,TTD, Đại Học Thể DụcThể Thao Đà Nẵng
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-y-duoc-can-tho-u-257,YCT, Đại Học Y Dược Cần Thơ
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/truong-si-quan-chinh-tri-he-dan-su-u-161,LCS, Trường Sĩ quan Chính trị (hệ dân sự)
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-the-duc-the-thao-tphcm-u-228,TDS, Đại Học Thể Dục Thể Thao TPHCM
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/truong-si-quan-tang-thiet-giap-u-230,TGH, Trường Sĩ Quan Tăng – Thiết Giáp
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/truong-si-quan-thong-tin--he-quan-su--dai-hoc-thong-tin-lien-lac-u-241,TTH, Trường Sĩ Quan Thông Tin - Hệ Quân sự - Đại Học Thông Tin Liên Lạc
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-cong-nghiep-viet-hung-u-248,VHD, Đại Học Công Nghiệp Việt Hung
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-ky-thuat-y-duoc-da-nang-u-259,YDN, Đại học Kỹ thuật Y Dược Đà Nẵng
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-y-khoa-vinh-u-262,YKV, Đại Học Y Khoa Vinh
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-y-duoc-thai-binh-u-265,YTB, Đại Học Y Dược Thái Bình
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/truong-si-quan-cong-binh-he-dan-su-u-267,ZCH, Trường Sĩ Quan Công Binh – Hệ Dân sự
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-xay-dung-mien-tay-u-173,MTU, Đại Học Xây Dựng Miền Tây
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-xay-dung-mien-trung-u-256,XDT, Đại Học Xây Dựng Miền Trung
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-tay-bac-u-238,TTB, Đại Học Tây Bắc
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-khanh-hoa-u-246,UKH, Đại học Khánh Hòa
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-hai-duong-u-60,DKT, Đại Học Hải Dương
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-thai-binh-u-90,DTB, Đại Học Thái Bình
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-chu-van-an-u-18,DCA, Đại Học Chu Văn An
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-dan-lap-dong-do-u-28,DDD, Đại Học Dân Lập Đông Đô
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-nguyen-hue-u-159,LBS, Đại học Nguyễn Huệ
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-my-thuat-cong-nghiep-a-chau-u-167,MCA, Đại Học Mỹ Thuật Công Nghiệp Á Châu
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/truong-si-quan-cong-binh-he-quan-su-u-214,SNH, Trường Sĩ Quan Công Binh – Hệ Quân sự
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-thai-binh-duong-u-222,TBD, Đại Học Thái Bình Dương
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-the-duc-the-thao-bac-ninh-u-224,TDB, Đại Học Thể Dục Thể Thao Bắc Ninh
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-thanh-do-u-225,TDD, Đại học Thành Đô
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-hung-vuong-u-232,THV, Đại Học Hùng Vương
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-tan-trao-u-236,TQU, Đại học Tân Trào
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-tien-giang-u-240,TTG, Đại Học Tiền Giang
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-kinh-bac-u-245,UKB, Đại Học Kinh Bắc
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-su-pham-ky-thuat-vinh-long-u-251,VLU, Đại Học Sư Phạm Kỹ Thuật Vĩnh Long
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-vo-truong-toan-u-253,VTT, Đại Học Võ Trường Toản
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-cong-nghiep-viet-tri-u-254,VUI, Đại Học Công Nghiệp Việt Trì
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-dieu-duong-nam-dinh-u-258,YDD, Đại Học Điều Dưỡng Nam Định
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-fpt-u-277,FPT, Đại học FPT
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-quoc-te-bac-ha-u-281,DBH, Đại học Quốc tế Bắc Hà
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-viet-bac-u-284,DVB, Đại Học Việt Bắc
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-dan-lap-luong-the-vinh-u-286,DTV, Đại học Dân lập Lương Thế Vinh
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-trung-vuong-u-287,DVP, Đại học Trưng Vương
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-hoa-binh-u-289,ETU, Đại học Hòa Bình
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/truong-si-quan-thong-tin--he-dan-su--dai-hoc-thong-tin-lien-lac-u-291,TCU, Trường Sĩ quan Thông tin - Hệ Dân sự - Đại học Thông tin liên lạc
https://kenhtuyensinh.vn/diem-chuan-dai-hoc/dai-hoc-su-pham-the-duc-the-thao-ha-noi-u-292,TDH, Đại Học Sư Phạm Thể Dục Thể Thao Hà Nội
