,0,1,2,3
0,Mã ngành: 7900006,Tên ngành: Thí sinh Nam miền Bắc,Tổ hợp môn:,NV1: 22.40
1,Mã ngành: 7900007,Tên ngành: Thí sinh Nam miền Nam,Tổ hợp môn:,NV1: 21.35
2,Mã ngành: 7900008,Tên ngành: Thí sinh Nữ miền Bắc,Tổ hợp môn:,NV1: 25.10
3,Mã ngành: 7900009,Tên ngành: Thí sinh Nữ miền Nam,Tổ hợp môn:,NV1: 24.25
