,0,1,2,3
0,Mã ngành: 7340101,Tên ngành: Quản trị kinh doanh,Tổ hợp môn:,NV1: 18.50
1,Mã ngành: 7510302,Tên ngành: Công nghệ kỹ thuật điện tử truyển thông,Tổ hợp môn:,NV1: 16.00
2,Mã ngành: 7520120,Tên ngành: Quản lý hoạt động bay,Tổ hợp môn:,NV1: 22.00
3,Mã ngành: C340101,Tên ngành: Quản trị kinh doanh,Tổ hợp môn:,NV1: 13.00
4,Mã ngành: C510302,Tên ngành: Công nghệ kỹ thuật điện tử truyền thông,Tổ hợp môn:,NV1: 12.50
