,0,1,2,3
0,Mã ngành: 7340101,Tên ngành: Quản trị kinh doanh,Tổ hợp môn:,NV1: 13.50
1,Mã ngành: 7340101,Tên ngành: Quản trị kinh doanh,Tổ hợp môn:,NV1: 13.00
2,Mã ngành: 7340201,Tên ngành: Tài chính – Ngân hàng,Tổ hợp môn:,NV1: 13.50
3,Mã ngành: 7340201,Tên ngành: Tài chính – Ngân hàng,Tổ hợp môn:,NV1: 13.00
4,Mã ngành: 7340301,Tên ngành: Kế toán,Tổ hợp môn:,NV1: 13.50
5,Mã ngành: 7340301,Tên ngành: Kế toán,Tổ hợp môn:,NV1: 13.00
6,Mã ngành: 7340302,Tên ngành: Kiểm toán,Tổ hợp môn:,NV1: 13.50
7,Mã ngành: 7340302,Tên ngành: Kiểm toán,Tổ hợp môn:,NV1: 13.00
8,Mã ngành: C340201,Tên ngành: Tài chính – Ngân hàng,Tổ hợp môn:,NV1: 10.00
9,Mã ngành: C340201,Tên ngành: Tài chính – Ngân hàng,Tổ hợp môn:,NV1: 10.00
10,Mã ngành: C340301,Tên ngành: Kế toán,Tổ hợp môn:,NV1: 10.00
11,Mã ngành: C340301,Tên ngành: Kế toán,Tổ hợp môn:,NV1: 10.00
