,0,1,2,3
0,Mã ngành: 7320205,Tên ngành: Quản lý thông tin,"Tổ hợp môn: A07, C20, D01, D84",NV1: 14.01
1,Mã ngành: 7340116,Tên ngành: Bất động sản,"Tổ hợp môn: A00, A02, C00, D10",NV1: 13.00
2,Mã ngành: 7340120,Tên ngành: Kinh doanh quốc tế,"Tổ hợp môn: A00, A01, B00, C02",NV1: 16.01
3,Mã ngành: 7420201,Tên ngành: Công nghệ sinh học,"Tổ hợp môn: B00, B02, B04, B05",NV1: 13.50
4,Mã ngành: 7440301,Tên ngành: Khoa học môi trường,"Tổ hợp môn: A07, A09, B00, D01",NV1: 13.50
5,Mã ngành: 7450106,Tên ngành: Đảm bảo chất lượng và an toàn thực phẩm,"Tổ hợp môn: A00, B00, D01, D07",NV1: 13.50
6,Mã ngành: 7510406,Tên ngành: Công nghệ kỹ thuật môi trường,"Tổ hợp môn: A00, A09, B00, D01",NV1: 14.01
7,Mã ngành: 7540101,Tên ngành: Công nghệ thực phẩm,"Tổ hợp môn: A00, B00, C04, D10",NV1: 13.50
8,Mã ngành: 7540102,Tên ngành: Kỹ thuật thực phẩm,"Tổ hợp môn: A00, B00, C04, D10",NV1: 13.50
9,Mã ngành: 7620101,Tên ngành: Nông nghiệp,"Tổ hợp môn: A00, B00, B02, C02",NV1: 12.01
10,Mã ngành: 7620105,Tên ngành: Lâm sinh,"Tổ hợp môn: A00, B00, B02, C02",NV1: 19.10
11,Mã ngành: 7620105,Tên ngành: Chăn nuôi,"Tổ hợp môn: A00, B00, C02, D01",NV1: 13.00
12,Mã ngành: 7620110,Tên ngành: Khoa học cây trồng,"Tổ hợp môn: A00, B0, C02, D01",NV1: 13.50
13,Mã ngành: 7620112,Tên ngành: Bảo vệ thực vật,"Tổ hợp môn: A00, B00, B02, C02",NV1: 16.10
14,Mã ngành: 7620114,Tên ngành: Kinh doanh nông nghiệp,"Tổ hợp môn: A00, A10, B00, C02",NV1: 16.50
15,Mã ngành: 7620115,Tên ngành: Kinh tế nông nghiệp,"Tổ hợp môn: A00, A10, B00, C02",NV1: 13.50
16,Mã ngành: 7620211,Tên ngành: Quản lý tài nguyên rừng,"Tổ hợp môn: A01, A14, B00, B03",NV1: 18.50
17,Mã ngành: 7640101,Tên ngành: Thú y,"Tổ hợp môn: 100, B00, C02, D01",NV1: 13.00
18,Mã ngành: 7850101,Tên ngành: Quản lý tài nguyên và môi trường,"Tổ hợp môn: A01, B00, C00, D14",NV1: 13.50
19,Mã ngành: 7850103,Tên ngành: Quản lý đất đai,"Tổ hợp môn: A00, B00, D10",NV1: 13.00
20,Mã ngành: 7904492,Tên ngành: Khoa học & Quản lý môi trường,"Tổ hợp môn: A00, A01, B00, D10",NV1: 13.50
21,Mã ngành: 7905419,Tên ngành: Công nghệ thực phẩm (CTTT),"Tổ hợp môn: A00, B00, D01, D08",NV1: 13.50
22,Mã ngành: 7906425,Tên ngành: Kinh tế nông nghiệp ( CTTT),"Tổ hợp môn: A00, A01, B00, D01",NV1: 13.50
23,,,,
24,,,,
25,,,,
26,,,,
27,,,,
28,,,,
29,,,,
30,,,,
