,0,1,2,3
0,Mã ngành: 0,Tên ngành: Điểm chuẩn vào trường KV Phía Bắc,Tổ hợp môn:,NV1: 14.00
1,Mã ngành: 0,Tên ngành: Toàn trường,Tổ hợp môn:,NV1: 14.00
